sim,population,hospitals,mobilehomes,psubstations,tors
725,1552,0,0,0,1.0
726,0,0,0,0,0.0
727,1664,1,25,1,1.0
728,96,0,0,0,1.0
729,80,0,0,0,1.0
730,5200,1,125,5,3.0
731,400,0,0,0,2.0
732,0,0,0,0,0.0
733,15776,0,50,0,1.0
734,0,0,0,0,0.0
735,48,0,0,0,1.0
736,1632,0,25,0,3.0
737,0,0,0,0,0.0
738,544,0,0,0,1.0
739,16,0,0,0,1.0
740,23712,0,75,4,4.0
741,12224,0,50,0,3.0
742,992,0,0,0,3.0
743,10880,0,425,1,3.0
744,0,0,0,0,0.0
745,528,0,0,0,1.0
746,0,0,0,0,0.0
747,704,0,0,0,4.0
748,1232,0,0,0,2.0
749,864,0,0,0,2.0
750,34800,2,300,6,4.0
751,3072,0,0,0,3.0
752,592,0,0,0,4.0
753,272,0,0,0,2.0
754,0,0,0,0,0.0
755,2128,0,0,0,2.0
756,1072,0,25,0,5.0
757,848,0,25,0,4.0
758,12944,0,0,0,2.0
759,2000,0,0,0,5.0
760,2944,0,100,0,6.0
761,1376,0,0,0,3.0
762,2256,0,125,2,3.0
763,22816,3,350,3,3.0
764,592,0,0,0,1.0
765,432,0,0,0,1.0
766,3776,0,25,1,4.0
767,592,0,0,0,3.0
768,19584,0,0,0,3.0
769,54816,3,300,10,3.0
770,1248,0,0,0,1.0
771,1888,0,0,0,4.0
772,2656,1,0,1,2.0
773,928,0,0,0,3.0
774,1168,0,0,0,1.0
775,240,0,0,0,1.0
776,2256,0,0,1,2.0
777,0,0,0,0,0.0
778,1760,0,0,0,3.0
779,256,0,0,3,1.0
780,3920,1,75,4,3.0
781,112,0,0,0,1.0
782,3728,1,50,3,4.0
783,144,0,0,0,2.0
784,1392,0,0,0,4.0
785,0,0,0,0,0.0
786,64,0,0,0,1.0
787,3472,0,25,0,5.0
788,0,0,0,0,0.0
789,192,0,0,0,2.0
790,128,0,0,0,2.0
791,0,0,0,0,0.0
792,208,0,0,0,1.0
793,2400,0,0,0,1.0
794,480,0,0,0,2.0
795,43120,2,25,1,4.0
796,4032,0,50,1,4.0
797,1216,0,25,0,3.0
798,28784,0,125,1,5.0
799,0,0,0,0,0.0
800,13952,0,75,2,3.0
801,544,0,25,0,2.0
802,31152,1,0,10,9.0
803,4528,0,0,0,3.0
804,336,0,0,0,3.0
805,1136,0,0,1,2.0
806,83248,5,525,5,3.0
807,304,0,0,0,1.0
808,0,0,0,0,0.0
809,3712,0,0,2,4.0
810,928,0,0,0,2.0
811,512,0,0,0,2.0
812,35776,0,25,3,3.0
813,4576,0,0,1,3.0
814,528,0,0,0,3.0
815,5328,0,25,6,3.0
816,560,0,0,0,3.0
817,1232,0,0,0,5.0
818,22320,0,50,0,2.0
819,1920,0,0,1,2.0
820,208,0,0,0,1.0
821,592,0,0,1,1.0
822,160,0,75,0,2.0
823,1872,0,0,0,2.0
824,352,0,0,0,1.0
825,848,0,50,3,2.0
826,1520,0,0,0,2.0
827,0,0,0,0,0.0
828,0,0,0,0,0.0
829,672,0,0,1,4.0
830,432,0,25,0,2.0
831,19504,4,575,2,6.0
832,0,0,0,0,0.0
833,4256,0,0,0,4.0
834,4240,0,0,1,2.0
835,2208,0,0,0,1.0
836,304,0,0,0,1.0
837,480,0,0,1,2.0
838,3712,0,0,1,4.0
839,25920,0,75,2,5.0
840,4320,1,0,1,7.0
841,1008,0,0,1,3.0
842,16400,1,150,9,12.0
843,10848,3,300,4,4.0
844,0,0,0,0,0.0
845,2944,0,25,1,2.0
846,7696,0,0,0,2.0
847,4736,0,50,4,5.0
848,7296,2,25,5,4.0
849,2000,0,0,1,1.0
850,12528,0,325,1,1.0
851,1376,0,0,2,3.0
852,80,0,0,0,1.0
853,0,0,0,0,0.0
854,64,0,0,0,1.0
855,2656,0,0,0,1.0
856,24144,0,100,3,4.0
857,368,0,0,0,2.0
858,0,0,0,0,0.0
859,624,0,0,1,2.0
860,6080,0,125,6,6.0
861,112,0,0,0,1.0
862,0,0,0,0,0.0
863,1440,0,25,1,4.0
864,3536,0,0,1,9.0
865,4192,0,0,0,2.0
866,13824,2,125,2,4.0
867,22576,0,25,3,2.0
868,35792,0,0,0,5.0
869,832,0,0,1,1.0
870,1872,0,0,0,3.0
871,720,0,0,0,2.0
872,1376,0,0,0,4.0
873,1632,0,0,0,1.0
874,19680,0,150,1,4.0
875,3408,0,50,1,8.0
876,7696,0,0,1,4.0
877,224,0,0,0,1.0
878,32,0,0,0,1.0
879,352,0,0,0,1.0
880,176,0,0,0,1.0
881,0,0,0,0,0.0
882,2112,0,0,0,3.0
883,1296,0,0,0,3.0
884,21456,0,225,5,5.0
885,240,0,0,2,1.0
886,0,0,0,0,0.0
887,0,0,0,0,0.0
888,0,0,0,0,1.0
